id,Ea
icsd_64678,0.10029
icsd_237337,-0.454
icsd_238933,0.33995
icsd_159537,-0.07078
icsd_94228,0.12324
icsd_25604,-0.34754
icsd_250712,0.2227
icsd_73064,-0.06582
icsd_413682,-0.80618
icsd_81174,0.31398
icsd_250861,0.08661
icsd_280698,-0.20412
icsd_159527,-0.05126
icsd_8075,-0.14698
icsd_74342,0.1911
icsd_67445,-0.0103
icsd_92635,0.10697
icsd_159073,-0.17779
icsd_93464,0.37709
icsd_180904,-0.18423
icsd_154262,0.97959
icsd_247861,0.41945
icsd_94174,-0.41924
icsd_404014,-0.47882
icsd_90908,0.08312
icsd_18105,-0.30273
icsd_414411,-0.46623
icsd_165009,-0.51894
icsd_97255,-0.10181
icsd_195918,-0.39752
icsd_251539,0.00673
icsd_108808,-0.08088
icsd_158512,-0.18423
icsd_40530,0.21759
icsd_42808,-0.24687
icsd_627517,-0.49179
icsd_251155,-0.18423
icsd_200155,-0.40824
icsd_71181,0.64676
icsd_181281,-0.37683
icsd_71901,0.75388
icsd_171459,0.25687
icsd_65015,0.66272
icsd_35659,0.03502
icsd_82907,-0.11821
icsd_290226,-0.19739
icsd_65696,0.52499
icsd_422406,0.35892
icsd_168807,-0.49179
icsd_400657,-0.89636
icsd_77137,-0.31133
icsd_66885,0.7237
icsd_18001,-0.07078
icsd_236417,-0.4421
icsd_33633,-0.12949
icsd_85745,-0.14107
icsd_239787,-0.11267
icsd_36051,0.8348
icsd_200002,-0.37683
icsd_27484,-0.04651
icsd_100711,0.19922
icsd_82750,0.63018
icsd_153542,0.52878
icsd_174186,0.64962
icsd_30890,0.0466
icsd_421262,-0.00598
icsd_86341,0.15405
icsd_200614,-0.15904
icsd_73911,0.45952
icsd_72166,0.5863
icsd_93569,0.41295
icsd_424513,0.24738
icsd_71302,-0.68808
icsd_107144,-0.24687
icsd_182584,-0.01466
icsd_494,-0.66788
icsd_416927,-0.68808
icsd_30358,-0.63009
icsd_187791,-0.49179
icsd_189325,-0.38705
icsd_46017,0.20189
icsd_168352,-0.28602
icsd_184326,-0.49179
icsd_165869,-0.25443
icsd_419382,0.03109
icsd_252670,0.30776
icsd_240431,0.47542
icsd_409420,0.22775
icsd_186161,-0.51894
icsd_164882,-0.08602
icsd_180569,-0.53318
icsd_158258,-0.0103
icsd_69649,0.38764
icsd_150469,0.1168
icsd_96344,-0.64857
icsd_60419,0.23025
icsd_28496,0.57965
icsd_180178,0.25921
icsd_155330,0.24977
icsd_64929,0.24738
icsd_61805,-0.86417
icsd_85277,0.19922
icsd_43242,-0.73155
icsd_52034,0.57741
icsd_155079,-1.10721
icsd_56025,-0.80618
icsd_238650,-0.89636
icsd_412854,0.5729
icsd_95959,-0.01466
icsd_73115,0.22775
icsd_55698,0.2972
icsd_423285,-0.30273
icsd_86628,0.12642
icsd_82003,0.45952
icsd_188461,-0.39752
icsd_240528,0.14199
icsd_183641,-0.03717
icsd_166707,0.14199
icsd_68522,-0.2943
icsd_51091,-0.15297
icsd_189323,-0.50515
icsd_161515,0.2972
icsd_411530,-0.24687
icsd_56656,0.01501
icsd_80025,-0.17779
icsd_95380,-0.36685
icsd_59771,0.02312
icsd_167454,0.67634
icsd_9533,1.21989
icsd_169789,-0.04182
icsd_195517,0.273
icsd_79482,0.46537
icsd_89776,-0.01466
icsd_53603,-0.36685
icsd_426707,0.37531
icsd_188459,-0.28602
icsd_239565,-0.13524
icsd_170108,0.01501
icsd_188894,-0.17779
icsd_92467,0.0504
icsd_15776,0.30145
icsd_281606,-0.14107
icsd_246857,0.01501
icsd_171704,-0.19739
icsd_71576,-0.11267
icsd_173308,0.45657
icsd_91844,-0.21096
icsd_192414,-0.11821
icsd_28567,0.27073
icsd_96914,-0.40824
icsd_195027,0.00254
icsd_151575,-0.18423
icsd_423534,-0.10181
icsd_187171,0.33995
icsd_291100,0.12958
icsd_245016,-0.23945
icsd_75712,0.23025
icsd_69357,0.13583
icsd_37022,0.42267
icsd_79881,-0.4421
icsd_157535,-0.40824
icsd_38222,-0.05606
icsd_65703,1.06452
icsd_74345,0.19382
icsd_193838,-0.11821
icsd_247276,-0.09122
icsd_82561,-0.454
icsd_262318,0.82666
icsd_605182,-0.47882
icsd_200944,0.67812
icsd_181307,-0.39752
icsd_89766,-0.04651
icsd_280480,0.39624
icsd_409678,0.30145
icsd_23204,0.62013
icsd_38419,-0.26994
icsd_20805,0.19922
icsd_236171,0.22015
icsd_180395,-0.01907
icsd_291596,0.12642
icsd_290241,-0.38705
icsd_41316,-0.15904
icsd_26770,0.546
icsd_189298,-0.24687
icsd_75729,0.28855
icsd_89228,0.33605
icsd_423678,-0.09649
icsd_236209,0.15405
icsd_100566,-0.53318
icsd_238182,-0.25443
icsd_247817,0.51214
icsd_20388,0.42745
icsd_78272,-1.0103
icsd_152444,0.27526
icsd_280992,-0.50515
icsd_290205,0.24977
icsd_202571,-0.09649
icsd_166578,-0.83421
icsd_30680,0.15996
icsd_417284,-0.15904
icsd_180909,0.7253
icsd_160954,-0.25443
icsd_16845,-0.20412
icsd_90757,0.21759
icsd_164440,-0.3382
icsd_63630,0.50158
icsd_15872,0.45359
icsd_201983,0.19922
icsd_24983,0.63117
icsd_88605,0.2972
icsd_237456,-0.15297
icsd_158960,-0.64857
icsd_246110,0.73243
icsd_39559,0.12324
icsd_72334,-0.46623
icsd_6110,0.01089
icsd_71114,0.31398
icsd_65180,-0.21096
icsd_100356,-0.3201
icsd_416615,0.14504
icsd_28294,-0.34754
icsd_92315,0.46099
icsd_67218,-0.08602
icsd_10351,-0.61236
icsd_414261,-0.46623
icsd_93526,-0.3382
icsd_236153,0.24738
icsd_35652,-0.17145
icsd_411773,-0.83421
icsd_238637,-0.04182
icsd_260228,-0.12381
icsd_202218,-0.02353
icsd_15522,-1.10721
icsd_160298,-0.28602
icsd_182288,0.76857
icsd_161465,0.21501
icsd_182845,-0.41924
icsd_186168,-0.36685
icsd_245420,-0.26211
icsd_67239,0.10029
icsd_413643,0.01501
icsd_95408,0.15107
icsd_150307,-1.0103
icsd_52044,0.23274
icsd_194589,0.13583
icsd_94275,-0.89636
icsd_50535,0.49349
icsd_252076,-0.0758
icsd_40486,-0.35709
icsd_164173,-0.17779
icsd_51754,-0.39752
icsd_89782,-0.06582
icsd_249643,-0.05606
icsd_187109,0.58958
icsd_167189,-0.26211
icsd_430193,0.88623
icsd_23997,-0.17779
icsd_31332,-0.02353
icsd_252031,0.28637
icsd_71334,-0.02353
icsd_280927,-0.25443
icsd_30230,-0.89636
icsd_188351,-0.19076
icsd_183855,-0.17145
icsd_188654,-0.3382
icsd_154577,0.403
icsd_88425,-0.89636
icsd_192187,0.93121
icsd_158747,-0.03717
icsd_40780,0.67004
icsd_628059,-0.26211
icsd_80448,-0.19739
icsd_44893,0.4353
icsd_99568,0.24497
icsd_83652,-0.0758
icsd_66095,-0.21791
icsd_172723,-0.02353
icsd_238799,-0.46623
icsd_161016,0.00254
icsd_78440,-1.23215
icsd_4318,-0.20412
icsd_90941,0.26154
icsd_9441,0.33014
icsd_191413,0.42586
icsd_67067,-0.09649
icsd_183758,-0.09122
icsd_430515,-0.11821
icsd_190809,-0.34754
icsd_160809,-0.10721
icsd_191536,0.26154
icsd_196124,0.60984
icsd_169083,-0.23215
icsd_402423,-0.10721
icsd_20287,0.20454
icsd_180415,0.53377
icsd_426618,-0.30273
icsd_75516,-0.19076
icsd_185703,-0.22497
icsd_241133,0.16868
icsd_201358,0.47114
icsd_250102,-0.1652
icsd_191940,-0.49179
icsd_98814,-0.02353
icsd_413636,0.26616
icsd_36447,0.24497
icsd_417774,0.06888
icsd_251564,-0.43052
icsd_40534,-0.07078
icsd_423923,0.65809
icsd_100778,-0.68808
icsd_35205,0.20718
icsd_169992,-0.68808
icsd_401456,-0.23215
icsd_252702,0.73556
icsd_38233,-0.66788
icsd_165845,0.338
icsd_186254,-0.14698
icsd_247802,-0.75503
icsd_81011,0.26386
icsd_100348,-0.23945
icsd_150277,0.28855
icsd_427222,-0.06091
icsd_43597,-0.25443
icsd_79558,0.35706
icsd_15102,-0.30273
icsd_165921,-0.34754
icsd_30880,-0.27791
icsd_422094,-0.27791
icsd_31168,-0.59533
icsd_188771,0.02713
icsd_28018,-0.3382
icsd_80466,0.11355
icsd_24659,0.48524
icsd_425741,-0.46623
icsd_239381,-0.28602
icsd_22063,0.11355
icsd_74773,-0.15297
icsd_413679,-0.83421
icsd_419858,0.49349
icsd_195439,-0.80618
icsd_69886,0.64962
icsd_23847,-0.26211
icsd_165202,-0.3201
icsd_26180,0.86765
icsd_151683,0.29933
icsd_251105,-0.24687
icsd_237876,-0.25443
icsd_15127,0.26616
icsd_168755,-0.18423
icsd_157953,-0.30273
icsd_201537,0.11355
icsd_28483,0.01089
icsd_185582,-0.24687
icsd_93522,-0.36685
icsd_250900,-0.20412
icsd_247998,1.04431
icsd_159053,-0.13524
icsd_425554,-0.40824
icsd_189972,0.41295
icsd_84739,0.35706
icsd_78712,0.10364
icsd_252682,-0.18423
icsd_89576,-0.57894
icsd_10327,0.24255
icsd_418084,0.13892
icsd_183110,-0.21791
icsd_10135,0.22523
icsd_193215,0.3859
icsd_164434,-0.28602
icsd_34316,-0.25443
icsd_190947,0.01501
icsd_182855,0.15702
icsd_237873,-0.10721
icsd_78106,0.10029
icsd_280154,0.0466
icsd_27729,0.13271
icsd_79536,-0.66788
icsd_14353,-0.19076
icsd_57450,-0.51894
icsd_89956,0.15996
icsd_429286,0.0504
icsd_192864,-0.14698
icsd_87594,-0.01466
icsd_182755,-0.454
icsd_424940,0.13271
icsd_416928,-0.68808
icsd_89767,-0.04182
icsd_48007,-0.36685
icsd_239028,0.01089
icsd_25565,-0.14698
icsd_413270,-0.3201
icsd_245619,0.33409
icsd_53816,-0.09122
icsd_250041,-0.26211
icsd_31334,-0.02353
icsd_608815,-0.2943
icsd_247559,0.21501
icsd_109325,-0.454
icsd_202071,-0.13524
icsd_4331,0.3681
icsd_169796,-0.3201
icsd_75736,0.37172
icsd_66980,0.75313
icsd_168812,-0.46623
icsd_262328,-0.39752
icsd_68705,-0.08602
icsd_74760,-0.12381
icsd_169444,0.16289
icsd_167238,-0.38705
icsd_421322,0.25687
icsd_36514,-0.454
icsd_262283,0.15996
icsd_412570,-0.73155
icsd_83403,-0.36685
icsd_245268,0.27073
icsd_166516,0.01501
icsd_167184,-0.11821
icsd_26297,-0.03258
icsd_20476,-0.25443
icsd_158658,-0.09649
icsd_34845,-0.10181
icsd_280842,-0.0758
icsd_79398,0.13271
icsd_67703,0.33995
icsd_418144,-0.05126
icsd_72163,0.58409
icsd_90533,0.45952
icsd_60105,0.97915
icsd_202779,-0.1652
icsd_151808,0.26845
icsd_78879,0.08312
icsd_38418,-0.28602
icsd_400723,-0.23945
icsd_260003,-0.18423
icsd_27502,-0.37683
icsd_33784,0.02713
icsd_59267,-0.23215
icsd_4289,0.25921
icsd_30658,-0.40824
icsd_248085,-0.46623
icsd_157457,-0.12381
icsd_190756,-0.08602
icsd_190852,0.14806
icsd_83527,-0.08602
icsd_35182,-0.05606
icsd_203149,0.22523
icsd_248911,0.87619
icsd_430198,0.29505
icsd_50665,0.22015
icsd_200981,-0.23945
icsd_237095,-0.14698
icsd_50427,-0.34754
icsd_35264,-0.04182
icsd_185242,-0.38705
icsd_1511,-0.50515
icsd_83491,-0.83421
icsd_169533,0.28196
icsd_34233,-0.31133
icsd_156413,-1.0103
icsd_420643,0.28196
icsd_23322,0.16289
icsd_236285,0.91912
icsd_91316,0.11355
icsd_290999,-0.50515
icsd_20125,-0.59533
icsd_237546,0.21501
icsd_290051,0.26386
icsd_260823,0.10697
icsd_157992,-0.12949
icsd_411993,-0.28602
icsd_109928,0.76422
icsd_155232,0.85243
icsd_29063,-0.41924
icsd_185830,-0.35709
icsd_412020,-0.57894
icsd_174057,0.14504
icsd_16534,-0.09122
icsd_26163,-0.41924
icsd_15910,-0.15904
icsd_169761,0.11355
icsd_26521,-0.73155
icsd_172850,-0.96891
icsd_50460,0.17722
icsd_2912,0.52626
icsd_168978,-0.26994
icsd_158946,1.04393
icsd_194898,0.34573
icsd_24026,0.28196
icsd_171911,-0.11821
icsd_195355,-0.21791
icsd_26992,-0.13524
icsd_16217,-0.47882
icsd_169231,0.73477
icsd_152073,-0.12381
icsd_78624,0.23274
icsd_98379,0.02713
icsd_152078,-0.12949
icsd_201788,0.02713
icsd_168266,-0.21096
icsd_160578,-0.86417
icsd_54197,-0.14698
icsd_252314,0.09691
icsd_181672,-0.25443
icsd_83386,-0.53318
icsd_49753,-0.12381
icsd_245618,0.31808
icsd_2307,-0.37683
icsd_187913,-0.09649
icsd_183781,-0.04182
icsd_83607,0.03109
icsd_83492,-0.83421
icsd_23012,0.06888
icsd_72529,-0.50515
icsd_66672,-0.04182
icsd_26009,1.06378
icsd_55365,-0.17779
icsd_419925,0.59608
icsd_426326,0.0504
icsd_166565,0.62919
icsd_237970,-0.31133
icsd_411635,0.02312
icsd_201663,-0.21791
icsd_247840,0.25215
icsd_99581,0.16289
icsd_600238,-0.36685
icsd_90285,0.67901
icsd_65975,-0.46623
icsd_79996,0.06888
icsd_184824,0.20454
icsd_156638,-0.12381
icsd_151568,-0.19076
icsd_107153,-0.24687
icsd_427334,-0.18423
icsd_409449,-0.66788
icsd_35265,0.01089
icsd_290013,-0.43052
icsd_37420,0.07249
icsd_412273,0.12003
icsd_168922,0.49213
icsd_100520,-0.96891
icsd_100298,-0.1652
icsd_53093,-0.43052
icsd_78867,0.13271
icsd_184496,-0.03258
icsd_40916,-0.3382
icsd_605177,-0.47882
icsd_76655,-0.10181
icsd_99294,-0.36685
icsd_245402,-0.08088
icsd_183999,-0.10721
icsd_51423,0.42745
icsd_97250,-0.11821
icsd_86775,-0.14698
icsd_425082,-0.2943
icsd_240515,0.16868
icsd_90556,0.95349
icsd_260078,-0.25443
icsd_281508,0.32011
icsd_32710,0.55199
icsd_31051,0.26154
icsd_290590,-0.3201
icsd_237108,-0.43052
icsd_240442,0.73164
icsd_421302,0.00673
icsd_26807,-0.09122
icsd_153868,-0.22497
icsd_171107,-0.24687
icsd_156280,-1.1652
icsd_421444,0.64962
icsd_67743,-0.39752
icsd_183640,-0.03258
icsd_97528,0.49349
icsd_248616,0.12642
icsd_70056,-0.64857
icsd_77095,-0.31133
icsd_291437,-0.32906
icsd_167962,-0.34754
icsd_83392,0.53993
icsd_42795,-0.24687
icsd_93389,-0.08602
icsd_251548,-0.12949
icsd_31546,-0.3382
